0.990000,1.010000,-0.010000
0.980052,1.019169,-0.019449
0.970195,1.028351,-0.027048
0.960485,1.037654,-0.030828
0.951006,1.047122,-0.030432
0.941895,1.056765,-0.027076
0.933362,1.066579,-0.021844
0.925690,1.076550,-0.015397
0.919237,1.086658,-0.008143
0.914383,1.096885,-0.000365
0.911444,1.107209,0.007719
0.910574,1.117613,0.015921
0.911732,1.128079,0.024072
0.914726,1.138596,0.032013
0.919297,1.149153,0.039595
0.925183,1.159743,0.046676
0.932151,1.170362,0.053123
0.940010,1.181006,0.058815
0.948607,1.191678,0.063652
0.957819,1.202379,0.067565
0.967550,1.213119,0.070520
0.977721,1.223907,0.072527
0.988270,1.234757,0.073633
0.999144,1.245687,0.073927
1.010300,1.256716,0.073527
1.021703,1.267864,0.072576
1.033323,1.279151,0.071237
1.045135,1.290596,0.069686
1.057118,1.302215,0.068105
1.069255,1.314021,0.066675
1.081533,1.326021,0.065562
1.093942,1.338222,0.064910
1.106473,1.350626,0.064828
1.119122,1.363230,0.065388
1.131883,1.376032,0.066634
1.144754,1.389029,0.068594
1.157731,1.402214,0.071292
1.170811,1.415583,0.074762
1.183990,1.429129,0.079044
1.197265,1.442848,0.084177
1.210631,1.456730,0.090177
1.224084,1.470769,0.097022
1.237622,1.484954,0.104637
1.251241,1.499273,0.112900
1.264940,1.513712,0.121642
1.278716,1.528256,0.130652
1.292569,1.542890,0.139687
1.306496,1.557596,0.148493
1.320494,1.572362,0.156838
1.334558,1.587174,0.164559
1.348682,1.602022,0.171593
1.362858,1.616900,0.177984
1.377079,1.631800,0.183842
1.391337,1.646717,0.189285
1.405626,1.661644,0.194380
1.419943,1.676572,0.199103
1.434285,1.691490,0.203339
1.448652,1.706389,0.206914
1.463044,1.721259,0.209666
1.477458,1.736093,0.211512
1.491893,1.750890,0.212485
1.506345,1.765651,0.212728
1.520810,1.780378,0.212437
1.535285,1.795073,0.211800
1.549765,1.809737,0.210940
1.564249,1.824368,0.209888
1.578736,1.838962,0.208596
1.593223,1.853515,0.206990
1.607709,1.868024,0.205028
1.622190,1.882486,0.202746
1.636661,1.896902,0.200270
1.651115,1.911272,0.197779
1.665549,1.925598,0.195460
1.679954,1.939877,0.193442
1.694328,1.954107,0.191767
1.708666,1.968282,0.190404
1.722964,1.982398,0.189288
1.737218,1.996449,0.188378
1.751422,2.010432,0.187691
1.765572,2.024345,0.187301
1.779660,2.038187,0.187298
1.793683,2.051955,0.187748
1.807634,2.065645,0.188647
1.821511,2.079253,0.189929
1.835310,2.092773,0.191487
1.849028,2.106200,0.193225
1.862660,2.119530,0.195087
1.876204,2.132759,0.197070
1.889654,2.145886,0.199207
1.903007,2.158907,0.201530
1.916260,2.171819,0.204045
1.929409,2.184619,0.206717
1.942452,2.197303,0.209488
1.955386,2.209866,0.212303
1.968210,2.222305,0.215127
1.980920,2.234616,0.217966
1.993513,2.246796,0.220846
2.005988,2.258845,0.223799
2.018341,2.270758,0.226837
2.030570,2.282533,0.229948
2.042673,2.294165,0.233095
2.054649,2.305651,0.236239
2.066496,2.316988,0.239352
2.078211,2.328172,0.242432
2.089793,2.339201,0.245498
2.101239,2.350074,0.248581
2.112547,2.360788,0.251708
2.123715,2.371341,0.254899
2.134742,2.381731,0.258158
2.145625,2.391957,0.261486
2.156363,2.402016,0.264883
2.166956,2.411907,0.268361
2.177400,2.421629,0.271938
2.187695,2.431183,0.275638
2.197840,2.440566,0.279480
2.207833,2.449779,0.283473
2.217675,2.458823,0.287607
2.227365,2.467695,0.291861
2.236903,2.476396,0.296202
2.246289,2.484925,0.300589
2.255524,2.493282,0.304982
2.264607,2.501467,0.309343
2.273540,2.509479,0.313634
2.282322,2.517319,0.317817
2.290954,2.524985,0.321855
2.299435,2.532477,0.325707
2.307767,2.539794,0.329335
2.315948,2.546935,0.332704
2.323979,2.553899,0.335786
2.331858,2.560684,0.338565
2.339586,2.567288,0.341034
2.347162,2.573711,0.343196
2.354584,2.579950,0.345064
2.361852,2.586006,0.346656
2.368964,2.591876,0.347995
2.375922,2.597559,0.349107
2.382723,2.603056,0.350022
2.389368,2.608367,0.350772
2.395858,2.613490,0.351397
2.402191,2.618429,0.351937
2.408371,2.623185,0.352440
2.414397,2.627761,0.352954
2.420271,2.632159,0.353528
2.425997,2.636385,0.354209
2.431575,2.640444,0.355040
2.437010,2.644341,0.356054
2.442305,2.648082,0.357276
2.447464,2.651673,0.358718
2.452492,2.655122,0.360381
2.457392,2.658436,0.362252
2.462170,2.661621,0.364305
2.466831,2.664684,0.366508
