1.010000,0.990000,-0.010000
1.020013,0.980005,-0.020005
1.030049,0.970024,-0.030013
1.040116,0.960068,-0.040023
1.050218,0.950156,-0.050027
1.060362,0.940309,-0.060014
1.070548,0.930556,-0.069972
1.080779,0.920928,-0.079886
1.091056,0.911457,-0.089739
1.101377,0.902179,-0.099518
1.111744,0.893129,-0.109207
1.122156,0.884348,-0.118790
1.132612,0.875878,-0.128250
1.143111,0.867766,-0.137570
1.153649,0.860067,-0.146728
1.164224,0.852836,-0.155702
1.174831,0.846135,-0.164468
1.185464,0.840029,-0.172997
1.196119,0.834585,-0.181262
1.206789,0.829871,-0.189233
1.217467,0.825951,-0.196877
1.228145,0.822884,-0.204165
1.238817,0.820718,-0.211063
1.249476,0.819493,-0.217544
1.260115,0.819230,-0.223581
1.270729,0.819936,-0.229152
1.281315,0.821601,-0.234245
1.291872,0.824197,-0.238851
1.302400,0.827685,-0.242973
1.312903,0.832011,-0.246623
1.323390,0.837116,-0.249826
1.333868,0.842932,-0.252614
1.344352,0.849390,-0.255033
1.354854,0.856419,-0.257134
1.365393,0.863949,-0.258981
1.375985,0.871911,-0.260642
1.386648,0.880239,-0.262191
1.397399,0.888870,-0.263705
1.408257,0.897747,-0.265260
1.419235,0.906816,-0.266933
1.430347,0.916028,-0.268793
1.441604,0.925342,-0.270905
1.453015,0.934724,-0.273322
1.464584,0.944148,-0.276087
1.476316,0.953594,-0.279227
1.488210,0.963052,-0.282759
1.500264,0.972520,-0.286683
1.512476,0.982005,-0.290988
1.524839,0.991519,-0.295650
1.537347,1.001082,-0.300635
1.549992,1.010717,-0.305899
1.562764,1.020452,-0.311392
1.575655,1.030317,-0.317056
1.588655,1.040340,-0.322830
1.601753,1.050550,-0.328650
1.614940,1.060972,-0.334450
1.628206,1.071627,-0.340163
1.641541,1.082533,-0.345723
1.654934,1.093700,-0.351066
1.668377,1.105135,-0.356131
1.681860,1.116837,-0.360864
1.695373,1.128801,-0.365217
1.708909,1.141016,-0.369149
1.722458,1.153464,-0.372633
1.736011,1.166125,-0.375649
1.749560,1.178974,-0.378192
1.763096,1.191982,-0.380267
1.776611,1.205118,-0.381893
1.790095,1.218349,-0.383097
1.803538,1.231639,-0.383914
1.816929,1.244952,-0.384389
1.830257,1.258253,-0.384566
1.843510,1.271506,-0.384496
1.856674,1.284677,-0.384224
1.869734,1.297733,-0.383797
1.882675,1.310642,-0.383256
1.895480,1.323377,-0.382635
1.908133,1.335911,-0.381966
1.920615,1.348220,-0.381272
1.932909,1.360283,-0.380571
1.944995,1.372081,-0.379875
1.956856,1.383596,-0.379192
1.968474,1.394814,-0.378528
1.979832,1.405719,-0.377884
1.990913,1.416299,-0.377263
2.001701,1.426541,-0.376665
2.012182,1.436433,-0.376092
2.022342,1.445965,-0.375545
2.032169,1.455125,-0.375029
2.041653,1.463903,-0.374548
2.050783,1.472289,-0.374109
2.059552,1.480274,-0.373719
2.067953,1.487851,-0.373386
2.075982,1.495012,-0.373119
2.083633,1.501754,-0.372927
2.090907,1.508073,-0.372816
2.097801,1.513967,-0.372793
2.104316,1.519440,-0.372863
2.110456,1.524494,-0.373028
2.116223,1.529137,-0.373288
2.121622,1.533378,-0.373641
2.126659,1.537230,-0.374079
2.131342,1.540709,-0.374595
2.135680,1.543830,-0.375175
2.139681,1.546615,-0.375805
2.143356,1.549084,-0.376468
2.146716,1.551261,-0.377144
2.149772,1.553169,-0.377813
2.152537,1.554832,-0.378452
2.155024,1.556274,-0.379042
