0.990000,1.010000,0.010000
0.980402,1.019986,0.019947
0.971962,1.029940,0.029776
0.966039,1.039834,0.039394
0.963890,1.049637,0.048679
0.965411,1.059317,0.057481
0.969605,1.068844,0.065631
0.975572,1.078191,0.072947
0.982733,1.087339,0.079256
0.990743,1.096280,0.084420
0.999385,1.105020,0.088353
1.008523,1.113583,0.091039
1.018063,1.122004,0.092521
1.027936,1.130333,0.092890
1.038094,1.138630,0.092270
1.048496,1.146958,0.090801
1.059109,1.155380,0.088628
1.069909,1.163952,0.085895
1.080873,1.172723,0.082740
1.091981,1.181733,0.079295
1.103219,1.191008,0.075685
1.114573,1.200565,0.072031
1.126033,1.210412,0.068441
1.137589,1.220547,0.065011
1.149235,1.230962,0.061817
1.160967,1.241645,0.058911
1.172781,1.252577,0.056314
1.184679,1.263738,0.054015
1.196660,1.275109,0.051972
1.208727,1.286665,0.050113
1.220881,1.298387,0.048343
1.233127,1.310254,0.046554
1.245464,1.322251,0.044636
1.257893,1.334363,0.042488
1.270414,1.346583,0.040032
1.283022,1.358908,0.037226
1.295713,1.371341,0.034067
1.308480,1.383891,0.030599
1.321315,1.396569,0.026912
1.334207,1.409388,0.023136
1.347146,1.422364,0.019437
1.360122,1.435507,0.016003
1.373122,1.448825,0.013032
1.386139,1.462322,0.010706
1.399163,1.475995,0.009171
1.412191,1.489836,0.008512
1.425218,1.503833,0.008746
1.438244,1.517967,0.009821
1.451271,1.532221,0.011632
1.464301,1.546571,0.014032
1.477338,1.560997,0.016858
1.490386,1.575479,0.019948
1.503447,1.589998,0.023163
1.516522,1.604541,0.026402
1.529612,1.619100,0.029613
1.542716,1.633667,0.032802
1.555831,1.648243,0.036020
1.568953,1.662828,0.039355
1.582081,1.677423,0.042907
1.595212,1.692030,0.046765
1.608344,1.706645,0.050988
1.621480,1.721265,0.055589
1.634621,1.735882,0.060532
1.647770,1.750485,0.065735
1.660934,1.765061,0.071080
1.674114,1.779597,0.076430
1.687316,1.794082,0.081645
1.700541,1.808505,0.086602
1.713790,1.822859,0.091208
1.727061,1.837141,0.095411
1.740352,1.851349,0.099196
1.753657,1.865487,0.102583
1.766973,1.879557,0.105606
1.780295,1.893562,0.108300
1.793619,1.907504,0.110682
1.806944,1.921383,0.112740
1.820268,1.935197,0.114430
1.833591,1.948942,0.115683
1.846914,1.962613,0.116410
1.860236,1.976207,0.116526
1.873557,1.989721,0.115963
1.886877,2.003154,0.114682
1.900193,2.016508,0.112677
1.913502,2.029788,0.109972
1.926799,2.042998,0.106607
1.940080,2.056141,0.102625
1.953343,2.069223,0.098055
1.966582,2.082244,0.092900
1.979796,2.095203,0.087137
1.992982,2.108096,0.080717
2.006138,2.120918,0.073588
2.019260,2.133663,0.065706
2.032344,2.146328,0.057058
2.045383,2.158910,0.047672
2.058367,2.171407,0.037627
2.071285,2.183820,0.027053
2.084121,2.196152,0.016136
2.096853,2.208404,0.005131
2.109457,2.220580,-0.005621
2.121898,2.232678,-0.015684
2.134136,2.244694,-0.024524
2.146123,2.256613,-0.031565
2.157807,2.268411,-0.036304
2.169133,2.280048,-0.038436
2.180048,2.291468,-0.037924
2.190504,2.302602,-0.034965
2.200462,2.313377,-0.029893
2.209893,2.323716,-0.023092
2.218777,2.333552,-0.014938
2.227106,2.342828,-0.005768
2.234884,2.351504,0.004131
2.242124,2.359559,0.014514
2.248855,2.366988,0.025155
2.255120,2.373801,0.035812
2.260975,2.380015,0.046183
2.266496,2.385648,0.055848
2.271767,2.390716,0.064242
2.276877,2.395228,0.070680
2.281909,2.399192,0.074516
2.286923,2.402619,0.075376
2.291951,2.405541,0.073308
2.296988,2.408009,0.068721
2.302003,2.410093,0.062241
2.306941,2.411877,0.054580
2.311744,2.413448,0.046473
2.316353,2.414884,0.038621
2.320724,2.416255,0.031622
2.324830,2.417612,0.025902
2.328665,2.418989,0.021671
2.332239,2.420405,0.018920
2.335580,2.421861,0.017464
2.338723,2.423349,0.017005
2.341704,2.424852,0.017205
2.344555,2.426350,0.017760
2.347297,2.427829,0.018456
2.349938,2.429281,0.019204
2.352472,2.430703,0.020041
2.354884,2.432100,0.021099
2.357155,2.433479,0.022550
2.359265,2.434843,0.024547
2.361204,2.436193,0.027178
2.362967,2.437521,0.030434
2.364564,2.438816,0.034205
2.366014,2.440059,0.038294
2.367341,2.441230,0.042446
2.368577,2.442307,0.046386
2.369747,2.443272,0.049864
2.370872,2.444113,0.052702
2.371965,2.444828,0.054822
2.373027,2.445419,0.056249
2.374053,2.445901,0.057100
